,point_id,score,point,case,quoteDoc,quoteText
0,851,50,blocker,Specific content can be deleted without reason and may be removed without prior notice,Terms of Service (US),"Removal of Content</b>
</p>
<p>You acknowledge that Apple is not responsible or liable in any way for any Content provided by others and has no duty to screen such Content.
However, Apple reserves the right at all times to determine whether Content is appropriate and in compliance with this Agreement, and may screen, move, refuse, modify and/or remove Content at any time, without prior notice and in its sole discretion, if such Content is found to be in violation of this Agreement or is otherwise objectionable.</p"
1,5044,25,good,Two factor authentication is provided for your account,Terms of Service (EU),"J.
Two-Factor Authentication and Autodialed Calls/Texts.&nbsp;</b>If you choose to enable Two-Factor Authentication for your Apple ID, you consent to (a) provide Apple at least one telephone number.
and (b) receive autodialed or prerecorded calls and text messages from Apple at any of the telephone numbers provided.&nbsp;We may place such calls or texts to (i) help keep your Account secure when signing in.
(ii) help you access your Account when you’ve forgotten your password.
or (iii) as otherwise necessary to service your Account or enforce this Agreement, our policies, applicable law, or any other agreement we may have with you.</p"
2,5537,40,good,"When the service wants to make a material change to its terms, you are notified at least 30 days in advance",Terms of Service (EU),"Apple reserves the right at any time to modify this Agreement and to impose new or additional terms or conditions on your use of the Service, provided that Apple will give you 30 days’ advance notice of any material adverse change to the Service or applicable terms of service, unless it would not be reasonable to do so due to circumstances arising from legal, regulatory, or governmental action."
3,5541,15,good,30 days of notice are given before closing your account,Terms of Service (EU),Apple will be permitted to terminate only after giving you 30 days’ notice and only if you have not cured the breach within such 30-day period.
4,8021,50,good,You maintain ownership of your content,Terms of Service (EU),"Except for material we may license to you, Apple does not claim ownership of the materials and/or Content you submit or make available on the Service."
5,8022,0,neutral,The court of law governing the terms is in location X,Terms of Service (EU),this Agreement and the relationship between you and Apple shall be governed by the laws of the State of California
6,8029,70,bad,Many different types of personal data are collected,Privacy policy,we may collect a variety of information
7,8056,75,bad,"This service may collect, use, and share location data",Terms of Service (EU),"Apple and its partners and licensors must collect, use, transmit, process and maintain your location data, including but not limited to the geographic location of your device and information related to your iCloud account (“Account”) and any devices registered thereunder, including but not limited to your Apple ID, device ID and name, and device type"
8,8058,60,bad,"You agree to defend, indemnify, and hold the service harmless in case of a claim related to your use of the service",Terms of Service (US),"You agree to defend, indemnify and hold Apple, its affiliates, subsidiaries, directors, officers, employees, agents, partners, contractors, and licensors harmless from any claim or demand, including reasonable attorneys’ fees, made by a third party, relating to or arising from: (a) any Content you submit, post, transmit, or otherwise make available through the Service.
(b) your use of the Service.
(c) any violation by you of this Agreement.
(d) any action taken by Apple as part of its investigation of a suspected violation of this Agreement or as a result of its finding or decision that a violation of this Agreement has occurred.
or (e) your violation of any rights of another."
9,8059,15,neutral,This service is only available to users over a certain age,Terms of Service (EU),The Service is only available to individuals aged 13 years or older
10,8060,15,good,You have the right to leave this service at any time,Terms of Service (US),<p>You may delete your Apple ID and/or stop using the Service at any time.
11,8061,50,good,You can delete your content from this service,Terms of Service (US),Apple will delete information and data stored in or as a part of your account(s)
12,11924,50,good,"User-generated content is encrypted, and this service cannot decrypt it",iCloud security overview,"For certain sensitive information, Apple uses end-to-end encryption.
This means that only you can access your information, and&nbsp;only on devices where you’re signed into iCloud.
No one else, not even Apple, can access end-to-end encrypted information.</p>"
13,11925,0,neutral,Third parties are involved in operating the service,iCloud security overview,"In some cases, your iCloud data may be stored using third-party partners’ servers—such as Amazon Web Services or&nbsp;Google Cloud Platform—"
14,11926,50,neutral,The service is not responsible for linked or (clearly) quoted content from third-party content providers,Canada (English) Terms and Conditions,"Certain Content, components or features of the Service may include materials from third parties and/or hyperlinks to other web sites, resources or Content.
Because Apple may have no control over such third party sites and/or materials, you acknowledge and agree that Apple is not responsible for the availability of such sites or resources, and does not endorse or warrant the accuracy of any such sites or resources, and shall in no way be liable or responsible for any Content, advertising, products or materials on or available from such sites or resources"
15,11927,10,neutral,Failure to enforce any provision of the Terms of Service does not constitute a waiver of such provision,Terms of Service (EU),The failure of Apple to exercise or enforce any right or provision of this Agreement shall not constitute a waiver of such right or provision.
16,11928,50,bad,Information is gathered about you through third parties,Privacy policy,"Apple Receives from Other Sources <p>Apple may receive personal data about you from other <strong>individuals</strong>, from businesses or third parties acting <strong>at your direction</strong>, from our <strong>partners</strong> who work with us to provide our products and services and assist us in security and fraud prevention, and from other<strong>
</strong>lawful sources.</p>
<ul>"
17,11930,50,bad,"You are tracked via web beacons, tracking pixels, browser fingerprinting, and/or device fingerprinting",Privacy policy,"p>Apple’s websites, online services, interactive applications, email messages, and advertisements may use “cookies” and other technologies such as pixel tags and web beacons"
18,11931,25,good,You can opt out of targeted advertising,Privacy policy,"If you do not want to receive ads targeted to your interests from Apple's advertising platform in those apps, you can choose to disable Personalized Ads, which will opt your Apple ID out of receiving such ads regardless of what device you are using."
19,11932,50,neutral,Blocking first party cookies may limit your ability to use the service,Privacy policy,"Certain features of the Apple website may not be available if all cookies are disabled.</p>
<p>"
20,12880,5,bad,Tracking pixels are used in service-to-user communication,Privacy policy,"
<p>Pixel tags enable us to send email messages in a format that you can read, and they tell us whether mail has been opened.
"
21,12881,35,bad,This service gives your personal data to third parties involved in its operation,Privacy policy," <p>Apple may share personal data with <strong>service providers</strong> who act on our behalf, our <strong>partners</strong>, or others <strong>at your direction</strong>.
"
22,12882,25,bad,Your data may be processed and stored anywhere in the world,Privacy policy,"To make that possible,<strong> your personal data may be transferred to or accessed by entities around the world.</strong>"
23,12883,45,bad,This service receives your precise location through GPS coordinates,Terms of Service (US),"
To provide such features or services, where available, Apple and its partners and licensors must collect, use, transmit, process and maintain your location data, including but not limited to the geographic location of your device"
24,17681,15,good,30 days of notice are given before closing your account,Terms of Service (US),Apple will be permitted to terminate only after giving you 30 days’ notice and only if you have not cured the breach within such 30-day period.
25,19376,25,neutral,You must create an account to use this service,Terms of Service (US),"B.
Devices and Accounts.&nbsp;</b>Use of the Service may require compatible devices, Internet access, and certain software (fees may apply).
may require periodic updates.
and may be affected by the performance of these factors.
Apple reserves the right to limit the number of Accounts that may be created from a device and the number of devices associated with an Account.
The latest version of required software may be required for certain transactions or features.
You agree that meeting these requirements is your responsibility.&nbsp;</p>
"
